date,headline,sentiment,stock_open,stock_close,stock_high,stock_low,stock_volume
2022-10-31,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,295.1300048828125,291.8800048828125,297.6199951171875,289.5,7505100
2022-10-31,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,295.1300048828125,291.8800048828125,297.6199951171875,289.5,7505100
2022-10-31,'One Piece' Season 2 gets premiere date on Netflix,neutral,295.1300048828125,291.8800048828125,297.6199951171875,289.5,7505100
2022-10-31,'One Piece' Season 2 gets premiere date on Netflix,neutral,295.1300048828125,291.8800048828125,297.6199951171875,289.5,7505100
2022-10-31,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,295.1300048828125,291.8800048828125,297.6199951171875,289.5,7505100
2022-10-31,Netflix’s “One Piece” Returning For Second Season In March,neutral,295.1300048828125,291.8800048828125,297.6199951171875,289.5,7505100
2022-10-31,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,295.1300048828125,291.8800048828125,297.6199951171875,289.5,7505100
2022-10-31,"Netflix's Squid Game: The Challenge season 2 release date, cast and trailer",positive,295.1300048828125,291.8800048828125,297.6199951171875,289.5,7505100
2022-10-31,WWE RAW (10/20) Ranks No. 6 Worldwide On Netflix With 2.6 Million Global Views,negative,295.1300048828125,291.8800048828125,297.6199951171875,289.5,7505100
2022-10-31,5 Movies to Watch Before They Leave Netflix,negative,295.1300048828125,291.8800048828125,297.6199951171875,289.5,7505100
2022-11-01,5 Movies to Watch Before They Leave Netflix,negative,296.1700134277344,286.75,299.70001220703125,286.4200134277344,6916400
2022-11-01,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,296.1700134277344,286.75,299.70001220703125,286.4200134277344,6916400
2022-11-01,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,296.1700134277344,286.75,299.70001220703125,286.4200134277344,6916400
2022-11-01,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,296.1700134277344,286.75,299.70001220703125,286.4200134277344,6916400
2022-11-01,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,296.1700134277344,286.75,299.70001220703125,286.4200134277344,6916400
2022-11-01,'One Piece' Season 2 gets premiere date on Netflix,neutral,296.1700134277344,286.75,299.70001220703125,286.4200134277344,6916400
2022-11-01,'One Piece' Season 2 gets premiere date on Netflix,neutral,296.1700134277344,286.75,299.70001220703125,286.4200134277344,6916400
2022-11-01,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,296.1700134277344,286.75,299.70001220703125,286.4200134277344,6916400
2022-11-01,Netflix’s “One Piece” Returning For Second Season In March,neutral,296.1700134277344,286.75,299.70001220703125,286.4200134277344,6916400
2022-11-01,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,296.1700134277344,286.75,299.70001220703125,286.4200134277344,6916400
2022-11-02,5 Movies to Watch Before They Leave Netflix,negative,286.3999938964844,273.0,287.3299865722656,272.8399963378906,10367600
2022-11-02,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,286.3999938964844,273.0,287.3299865722656,272.8399963378906,10367600
2022-11-02,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,286.3999938964844,273.0,287.3299865722656,272.8399963378906,10367600
2022-11-02,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,286.3999938964844,273.0,287.3299865722656,272.8399963378906,10367600
2022-11-02,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,286.3999938964844,273.0,287.3299865722656,272.8399963378906,10367600
2022-11-02,'One Piece' Season 2 gets premiere date on Netflix,neutral,286.3999938964844,273.0,287.3299865722656,272.8399963378906,10367600
2022-11-02,'One Piece' Season 2 gets premiere date on Netflix,neutral,286.3999938964844,273.0,287.3299865722656,272.8399963378906,10367600
2022-11-02,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,286.3999938964844,273.0,287.3299865722656,272.8399963378906,10367600
2022-11-02,Netflix’s “One Piece” Returning For Second Season In March,neutral,286.3999938964844,273.0,287.3299865722656,272.8399963378906,10367600
2022-11-02,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,286.3999938964844,273.0,287.3299865722656,272.8399963378906,10367600
2022-11-03,5 Movies to Watch Before They Leave Netflix,negative,271.25,269.05999755859375,276.2900085449219,268.79998779296875,7057400
2022-11-03,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,271.25,269.05999755859375,276.2900085449219,268.79998779296875,7057400
2022-11-03,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,271.25,269.05999755859375,276.2900085449219,268.79998779296875,7057400
2022-11-03,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,271.25,269.05999755859375,276.2900085449219,268.79998779296875,7057400
2022-11-03,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,271.25,269.05999755859375,276.2900085449219,268.79998779296875,7057400
2022-11-03,'One Piece' Season 2 gets premiere date on Netflix,neutral,271.25,269.05999755859375,276.2900085449219,268.79998779296875,7057400
2022-11-03,'One Piece' Season 2 gets premiere date on Netflix,neutral,271.25,269.05999755859375,276.2900085449219,268.79998779296875,7057400
2022-11-03,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,271.25,269.05999755859375,276.2900085449219,268.79998779296875,7057400
2022-11-03,Netflix’s “One Piece” Returning For Second Season In March,neutral,271.25,269.05999755859375,276.2900085449219,268.79998779296875,7057400
2022-11-03,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,271.25,269.05999755859375,276.2900085449219,268.79998779296875,7057400
2022-11-04,5 Movies to Watch Before They Leave Netflix,negative,272.0199890136719,260.7900085449219,274.9700012207031,255.32000732421875,11124700
2022-11-04,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,272.0199890136719,260.7900085449219,274.9700012207031,255.32000732421875,11124700
2022-11-04,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,272.0199890136719,260.7900085449219,274.9700012207031,255.32000732421875,11124700
2022-11-04,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,272.0199890136719,260.7900085449219,274.9700012207031,255.32000732421875,11124700
2022-11-04,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,272.0199890136719,260.7900085449219,274.9700012207031,255.32000732421875,11124700
2022-11-04,'One Piece' Season 2 gets premiere date on Netflix,neutral,272.0199890136719,260.7900085449219,274.9700012207031,255.32000732421875,11124700
2022-11-04,'One Piece' Season 2 gets premiere date on Netflix,neutral,272.0199890136719,260.7900085449219,274.9700012207031,255.32000732421875,11124700
2022-11-04,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,272.0199890136719,260.7900085449219,274.9700012207031,255.32000732421875,11124700
2022-11-04,Netflix’s “One Piece” Returning For Second Season In March,neutral,272.0199890136719,260.7900085449219,274.9700012207031,255.32000732421875,11124700
2022-11-04,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,272.0199890136719,260.7900085449219,274.9700012207031,255.32000732421875,11124700
2022-11-07,5 Movies to Watch Before They Leave Netflix,negative,261.05999755859375,258.6000061035156,261.1499938964844,252.08999633789062,7927000
2022-11-07,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,261.05999755859375,258.6000061035156,261.1499938964844,252.08999633789062,7927000
2022-11-07,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,261.05999755859375,258.6000061035156,261.1499938964844,252.08999633789062,7927000
2022-11-07,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,261.05999755859375,258.6000061035156,261.1499938964844,252.08999633789062,7927000
2022-11-07,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,261.05999755859375,258.6000061035156,261.1499938964844,252.08999633789062,7927000
2022-11-07,'One Piece' Season 2 gets premiere date on Netflix,neutral,261.05999755859375,258.6000061035156,261.1499938964844,252.08999633789062,7927000
2022-11-07,'One Piece' Season 2 gets premiere date on Netflix,neutral,261.05999755859375,258.6000061035156,261.1499938964844,252.08999633789062,7927000
2022-11-07,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,261.05999755859375,258.6000061035156,261.1499938964844,252.08999633789062,7927000
2022-11-07,Netflix’s “One Piece” Returning For Second Season In March,neutral,261.05999755859375,258.6000061035156,261.1499938964844,252.08999633789062,7927000
2022-11-07,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,261.05999755859375,258.6000061035156,261.1499938964844,252.08999633789062,7927000
2022-11-08,5 Movies to Watch Before They Leave Netflix,negative,259.9200134277344,263.4599914550781,266.0799865722656,256.8800048828125,7683800
2022-11-08,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,259.9200134277344,263.4599914550781,266.0799865722656,256.8800048828125,7683800
2022-11-08,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,259.9200134277344,263.4599914550781,266.0799865722656,256.8800048828125,7683800
2022-11-08,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,259.9200134277344,263.4599914550781,266.0799865722656,256.8800048828125,7683800
2022-11-08,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,259.9200134277344,263.4599914550781,266.0799865722656,256.8800048828125,7683800
2022-11-08,'One Piece' Season 2 gets premiere date on Netflix,neutral,259.9200134277344,263.4599914550781,266.0799865722656,256.8800048828125,7683800
2022-11-08,'One Piece' Season 2 gets premiere date on Netflix,neutral,259.9200134277344,263.4599914550781,266.0799865722656,256.8800048828125,7683800
2022-11-08,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,259.9200134277344,263.4599914550781,266.0799865722656,256.8800048828125,7683800
2022-11-08,Netflix’s “One Piece” Returning For Second Season In March,neutral,259.9200134277344,263.4599914550781,266.0799865722656,256.8800048828125,7683800
2022-11-08,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,259.9200134277344,263.4599914550781,266.0799865722656,256.8800048828125,7683800
2022-11-09,5 Movies to Watch Before They Leave Netflix,negative,259.6600036621094,254.66000366210938,260.8999938964844,254.22000122070312,7266000
2022-11-09,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,259.6600036621094,254.66000366210938,260.8999938964844,254.22000122070312,7266000
2022-11-09,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,259.6600036621094,254.66000366210938,260.8999938964844,254.22000122070312,7266000
2022-11-09,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,259.6600036621094,254.66000366210938,260.8999938964844,254.22000122070312,7266000
2022-11-09,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,259.6600036621094,254.66000366210938,260.8999938964844,254.22000122070312,7266000
2022-11-09,'One Piece' Season 2 gets premiere date on Netflix,neutral,259.6600036621094,254.66000366210938,260.8999938964844,254.22000122070312,7266000
2022-11-09,'One Piece' Season 2 gets premiere date on Netflix,neutral,259.6600036621094,254.66000366210938,260.8999938964844,254.22000122070312,7266000
2022-11-09,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,259.6600036621094,254.66000366210938,260.8999938964844,254.22000122070312,7266000
2022-11-09,Netflix’s “One Piece” Returning For Second Season In March,neutral,259.6600036621094,254.66000366210938,260.8999938964844,254.22000122070312,7266000
2022-11-09,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,259.6600036621094,254.66000366210938,260.8999938964844,254.22000122070312,7266000
2022-11-10,5 Movies to Watch Before They Leave Netflix,negative,265.989990234375,274.9700012207031,275.3599853515625,260.0899963378906,9667300
2022-11-10,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,265.989990234375,274.9700012207031,275.3599853515625,260.0899963378906,9667300
2022-11-10,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,265.989990234375,274.9700012207031,275.3599853515625,260.0899963378906,9667300
2022-11-10,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,265.989990234375,274.9700012207031,275.3599853515625,260.0899963378906,9667300
2022-11-10,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,265.989990234375,274.9700012207031,275.3599853515625,260.0899963378906,9667300
2022-11-10,'One Piece' Season 2 gets premiere date on Netflix,neutral,265.989990234375,274.9700012207031,275.3599853515625,260.0899963378906,9667300
2022-11-10,'One Piece' Season 2 gets premiere date on Netflix,neutral,265.989990234375,274.9700012207031,275.3599853515625,260.0899963378906,9667300
2022-11-10,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,265.989990234375,274.9700012207031,275.3599853515625,260.0899963378906,9667300
2022-11-10,Netflix’s “One Piece” Returning For Second Season In March,neutral,265.989990234375,274.9700012207031,275.3599853515625,260.0899963378906,9667300
2022-11-10,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,265.989990234375,274.9700012207031,275.3599853515625,260.0899963378906,9667300
2022-11-11,5 Movies to Watch Before They Leave Netflix,negative,274.4700012207031,290.1300048828125,290.6600036621094,271.55999755859375,9573800
2022-11-11,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,274.4700012207031,290.1300048828125,290.6600036621094,271.55999755859375,9573800
2022-11-11,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,274.4700012207031,290.1300048828125,290.6600036621094,271.55999755859375,9573800
2022-11-11,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,274.4700012207031,290.1300048828125,290.6600036621094,271.55999755859375,9573800
2022-11-11,Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island,positive,274.4700012207031,290.1300048828125,290.6600036621094,271.55999755859375,9573800
2022-11-11,'One Piece' Season 2 gets premiere date on Netflix,neutral,274.4700012207031,290.1300048828125,290.6600036621094,271.55999755859375,9573800
2022-11-11,'One Piece' Season 2 gets premiere date on Netflix,neutral,274.4700012207031,290.1300048828125,290.6600036621094,271.55999755859375,9573800
2022-11-11,Opinion | I Spoil Netflix’s Nuclear War Movie,negative,274.4700012207031,290.1300048828125,290.6600036621094,271.55999755859375,9573800
2022-11-11,Netflix’s “One Piece” Returning For Second Season In March,neutral,274.4700012207031,290.1300048828125,290.6600036621094,271.55999755859375,9573800
2022-11-11,Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch,neutral,274.4700012207031,290.1300048828125,290.6600036621094,271.55999755859375,9573800
2022-11-14,Netflix asks Who Killed the Montreal Expos? in new doc,negative,290.0,299.2699890136719,311.0,288.19000244140625,17978200
2022-11-14,5 Movies to Watch Before They Leave Netflix,negative,290.0,299.2699890136719,311.0,288.19000244140625,17978200
2022-11-14,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26,positive,290.0,299.2699890136719,311.0,288.19000244140625,17978200
2022-11-14,Spanish Thriller 'City of Shadows' Comes to Netflix December 2026,positive,290.0,299.2699890136719,311.0,288.19000244140625,17978200
2022-11-14,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series,neutral,290.0,299.2699890136719,311.0,288.19000244140625,17978200
